vessel_id,visit_id,vessel_type,port_id,loa_m,draft_m,gross_tonnage,engine_power_kw,vessel_age_years,distance_to_port_nm,speed_knots,traffic_density,berth_waiting_vessels,scheduled_arrival_hour,day_of_week,month,wind_speed_knots,wave_height_m,visibility_km,precipitation_mm,temperature_c,port_congestion_index,crane_availability_ratio,port_avg_delay_last_24h,delay_minutes
67602,36,Tanker,SUEZ,247.31205484252558,18.63285197421009,104196.00467984853,17608.78909066693,17,443.665668328018,23.8828576607219,Medium,8,8,6,5,1.8331241426176925,5.202577359419517,0.8721883009735523,11.015598838371925,34.14811153089996,0.35367905806491307,0.978544084811339,23.750043959676603,240.0
35523,37,RoRo,ALEX,229.75655525345218,8.129481224759628,41097.44339716912,20291.0618266756,16,89.2248290991752,21.750241568973443,Low,8,6,1,9,22.962194353974485,0.7315110915657899,4.3845844992067455,7.858737028812718,19.330671109050083,0.4608049650541167,0.870077194760759,132.62792512450523,193.36
40766,38,General Cargo,PORTSAID,126.99836846007425,8.623395794295497,37337.35467262899,5932.449192213584,7,428.510758311048,20.326011236987227,Medium,10,13,3,1,38.00204142846524,2.0670664536638865,9.72853737063023,0.3440839519438854,36.69565943886998,0.3633870373739838,0.5389650980793834,149.75437218738676,240.0
76060,39,Tanker,SUEZ,234.25648858435764,19.12077176097889,74121.2691783752,28078.873443598524,12,396.46101619185777,22.10863666672599,Medium,8,4,3,6,34.394940958506666,4.207765070505404,3.9022053511166446,45.89983003797358,14.38857042492169,0.10861864091045259,0.6053373899615495,49.901613164683404,240.0
19079,40,Tanker,SUEZ,269.52636144260873,16.366948445034758,89894.66818927038,20999.82941107422,22,286.2915343141002,19.77368843659109,Low,5,18,0,7,2.9176441504860984,4.338664142402078,5.349182540221819,43.49946939036225,11.490132999081531,0.727785415516299,0.4887059089906606,85.21562255674613,234.79
18399,41,Container,DAMIETTA,209.7066901459338,14.465685635764984,161914.01932913403,60243.54440472339,28,302.08916523648946,17.645234390593657,Low,1,23,3,1,28.579322950486542,2.1384508416306165,19.751334926800048,9.428212379736578,25.08488270192707,0.15964378650770028,0.4937238078395536,106.3552407448692,236.34
70726,42,Bulk Carrier,ALEX,257.23605457435445,11.94973705734021,32011.044038966207,26174.307937708792,14,329.26837479657115,20.51006442775813,Medium,0,16,2,12,27.603849891403524,5.779055474698781,12.439444660398971,39.37203641250343,37.874876756884994,0.8570662759206836,0.7327805437038116,8.890402543897558,240.0
26532,43,RoRo,DAMIETTA,199.1138535695827,6.920514392107855,24077.276271222803,11254.431818027768,10,267.13311770766813,11.900899024789647,Low,5,7,0,6,11.93546448157267,2.1148048023572263,1.3823070279091612,48.66348433912733,35.070295174134415,0.3245222677158742,0.5666154422278848,129.0733649661114,203.59
92357,44,General Cargo,PORTSAID,147.90933774361417,9.218948259067762,37561.71248001492,13967.513646130647,15,423.7279381383642,16.335934616638546,Medium,3,3,2,4,4.372906325191219,3.6810785084953044,9.784797768348021,15.264037454572494,14.138878847539889,0.2556898376388008,0.9676263096502667,15.450424465038147,141.9
53162,45,Tanker,SUEZ,319.60010851745517,19.169528088164085,103266.9701920475,19388.312771138077,17,242.3083455407515,24.173635194839147,Medium,15,1,4,4,34.16293754599714,3.692222574486697,11.839628714352807,33.41412136898411,14.217264505453276,0.7104303015800963,0.6193646488807875,36.68562183129592,240.0
13749,46,Container,PORTSAID,359.6093165673641,11.282277849115474,90081.09151348536,33995.25930935291,11,278.0558136437429,21.74641123978256,Low,7,22,3,6,22.17218506546331,4.802596538926939,6.922958448202113,10.270041378326745,12.86346912909702,0.7724733388786178,0.4281589590843349,133.3050388052881,240.0
21353,47,Container,ALEX,302.99648073916114,11.93096504901448,73123.40744380122,47190.40471363295,22,28.01504767784156,23.747105416363528,High,10,19,2,10,27.936485980937604,2.141074292137782,17.810374632979148,29.363438081286702,33.622020608028265,0.3116693306115179,0.47121472149862126,150.43713214231093,240.0
38477,48,RoRo,DAMIETTA,237.3907238785167,7.711658564849916,55133.42423550348,13917.443701582748,11,98.23413939671035,24.446623342552762,Medium,15,12,4,12,18.312177530625824,2.4618400853323053,16.294235661879974,16.376591818867947,19.904050478709564,0.9018445608244772,0.6208632667355366,129.4172332808501,240.0
34570,49,Bulk Carrier,ALEX,200.03686484070647,14.604617005587361,71699.60113916457,23203.45283293914,5,452.8512135650071,17.981812970591648,High,7,19,3,11,8.89431454723551,2.5092247055462105,8.37474992913463,30.799301695980542,20.00084769651059,0.6641636226143344,0.7157996754841771,165.33961587808548,240.0
96373,50,RoRo,PORTSAID,229.46267910267815,8.25392188695653,57690.44694634245,17965.12818314023,23,69.57032676929617,11.334988802033763,Medium,1,5,3,10,10.413937074815,0.35223979275247497,15.266630299037828,33.400432446127695,37.75436550266252,0.12842664741722587,0.41580095083566926,177.73297461916619,149.62
21437,51,Bulk Carrier,DAMIETTA,204.7664090697817,14.407301119583085,39966.88081720671,15777.022466632628,5,452.984243944819,20.59785278479481,Medium,1,17,0,11,21.39306302560428,4.395882744958047,10.815566839830357,35.89813678836892,29.21925524016006,0.14460118924722642,0.6070912288420939,147.12212054942285,202.93
48104,52,General Cargo,ALEX,136.63104442105157,7.586254867188323,13336.49725006646,5318.417445480978,3,321.6029147036803,8.124632861531394,Low,3,4,1,8,9.381771031896871,4.611878052830598,16.358470727634536,45.15885518900012,37.913952196814485,0.22515761233795195,0.8437212943229282,113.05644353438194,240.0
73370,53,Bulk Carrier,PORTSAID,258.8152805556038,14.881991826318439,93752.3042434795,23207.72880542688,28,460.8606280073367,9.515405392892516,Low,8,11,1,12,15.947025340682224,4.9237327139971665,10.019744214112754,5.481169410988102,17.17819477284671,0.7824273445848214,0.4611402775923583,14.423009406094238,240.0
14551,54,General Cargo,ALEX,129.14357449139067,7.164315525502586,13885.798297010571,13429.724020485632,29,409.0098777172164,12.863945172824995,Medium,13,18,2,3,2.9761714127500882,4.286275553493131,2.6744571253284817,13.768395413603935,32.25566049078593,0.9355503913980039,0.4676923585471203,162.52283444214282,240.0
78359,55,Tanker,SUEZ,297.09747519621806,12.813743026264182,80957.10885878721,34332.29984528429,23,433.9888955110161,8.25818530317362,Medium,10,19,6,7,39.82019519637089,3.5551959630719,6.550006052167606,8.502136803815363,12.812658977080666,0.7735691496536743,0.5889959305656745,55.296932169130535,240.0
64880,56,Bulk Carrier,DAMIETTA,251.29912294555817,16.40924477840926,53813.19312918562,14201.058403586103,0,266.94762287880604,19.617004545088676,Low,5,18,0,11,24.667335064109928,3.3854893932355354,12.665427111398927,21.809634731559253,29.952720508290284,0.0246520129790333,0.46104920053415444,73.41440718608177,166.57
22916,57,Tanker,DAMIETTA,301.9092007500513,17.17285209708296,121717.35150541164,26052.691636583877,25,414.3961694574718,21.881934550906113,Medium,6,14,1,10,5.842264079470678,3.862209661936478,19.191179701816,21.565269605656802,22.93401748815363,0.14832978658866225,0.629063292193658,96.13324661034763,195.67
90703,58,General Cargo,DAMIETTA,165.0862674221239,8.942790021225015,18100.07443363586,8527.684658569557,16,235.65860247313154,20.814066209902823,Low,15,6,6,4,5.204332980914286,0.04837813345830866,17.695626395191738,16.745769290281014,10.948906474773018,0.5303409061331996,0.8320142611883183,159.641683101872,177.15
51445,59,General Cargo,SUEZ,189.7309416416044,7.235460804048631,26389.287141378973,12026.394640066841,3,31.64473424757687,10.456170815885814,High,15,18,5,3,19.331388680175912,2.6873743197400453,16.86900787442433,49.382331012552356,12.53183191331096,0.5768726589421994,0.9898928238223158,145.60929877315547,240.0
57636,60,Bulk Carrier,DAMIETTA,299.99097921998117,13.482330651962656,68528.35889624494,26851.76758867335,16,329.16555871253945,21.666393399774044,Low,2,22,2,3,0.9906278814764757,0.23827772506170986,11.158478246655132,38.04738477498153,38.22019839964806,0.8384697361710857,0.42717419167987847,93.11162612458921,196.37
83927,61,Bulk Carrier,SUEZ,276.6603733511836,15.848607053876389,71690.6673668126,16478.782403214318,4,366.9420756979477,22.084330865840673,High,6,20,5,11,16.481488939620668,2.930245773307496,4.145420641907917,4.591543323796787,33.54326822507538,0.3613207018808302,0.7469436177181775,158.7674435742655,240.0
88194,62,Container,DAMIETTA,321.7460965169697,15.257339758789845,182566.61873128798,26509.900704226304,26,59.75887648071003,9.640979448575674,Medium,2,2,2,6,37.796620391137964,0.8924051998358995,0.8513871877909445,20.10776120095818,34.02428092591727,0.8613293730689027,0.5352209258659295,154.11521999067543,240.0
39685,63,Container,ALEX,285.6700567626301,12.788331737192497,196642.305128563,60679.88091455507,24,409.7944078615085,16.370579736249635,Medium,1,0,1,11,32.93439004440356,0.05599087731809593,7.360276086952517,43.04999657802205,10.964275834682828,0.15940856073454324,0.6658203465897892,65.3131994600562,235.07
61134,64,Tanker,ALEX,252.94203424406916,11.234520973870337,107846.21921190352,16921.51951276712,29,46.835153634297754,19.698127689422,Medium,11,20,4,10,37.19836554924058,4.382794007463336,15.470844974803086,8.331275254501197,32.47436926259728,0.19418940655709171,0.9962956281677491,54.26588675030611,240.0
98916,65,Bulk Carrier,ALEX,280.13399488173155,16.020149284562898,71445.8243917361,18584.215590833992,8,226.39091801972242,14.913649273458457,Medium,1,9,2,8,4.444527282893276,4.227245031604385,5.3824845028682615,23.21104687540709,10.810895619669948,0.2862501664362149,0.9959341016114722,73.81904854707022,211.38
77847,66,Tanker,ALEX,316.65406552393995,13.596125153763156,69882.39545281249,33783.94865651524,24,249.08262238908327,23.117522559531512,Low,8,3,1,1,14.832416436649751,2.320170360168274,6.188804656011249,38.6636885713427,18.53632320736926,0.24486366646997804,0.7641677469638555,139.28260952127056,216.12
49993,67,Container,SUEZ,361.8491673506965,14.923753558403167,79279.07214138882,28597.759485856062,5,28.01088544661664,16.995406741877005,Low,6,15,4,4,22.199899707522288,0.3928308595300174,2.841590417788353,4.295194429505861,24.936048958488712,0.7831754642499319,0.49962600279763436,114.8463881677911,240.0
54333,68,Tanker,PORTSAID,203.38384147622753,13.13337358026812,132902.85900571896,19800.768375282994,11,42.244232438771526,10.07603480156927,Medium,4,11,6,1,28.810753481872105,5.849551822081236,14.327959464885659,40.87140702953463,21.766569934332516,0.34051383848243333,0.7002394689757204,25.982507057623966,240.0
68865,69,Tanker,PORTSAID,294.7834268673339,13.267174388306794,87435.0997540806,34663.24579822816,16,230.81564082060888,17.017381056409263,Low,10,9,1,8,15.69820906351799,0.9049547999547389,6.088624303907386,5.533502589194084,14.231538049594691,0.11221861630905916,0.9016507019521216,60.855560079970424,162.82
89096,70,Container,ALEX,248.96234625682712,12.258223763789605,95163.07706978204,26577.499179800136,25,162.51626950762022,17.816469219979517,Low,2,2,6,5,12.758015559296458,2.9299215021904925,12.756201973784504,23.17204948622813,39.496468653611785,0.5176935719738199,0.7440998164635066,158.4608964000839,233.49
59756,71,Tanker,PORTSAID,263.68623847700724,14.40821596999702,123386.4502968736,31351.890939030924,20,409.7948050516816,24.21170875551091,High,7,7,2,3,12.202587885018566,1.6324532151889595,10.72074334531546,47.84816313430665,11.607578654988012,0.12655877736539445,0.830571868630305,168.13099803542065,204.97
71192,72,RoRo,PORTSAID,204.42497144956386,6.0965892662620105,44756.89424938886,11107.814600418784,9,212.7888565938645,15.17380077830936,Medium,10,4,4,8,31.578180675288003,0.7941327138896417,19.856778234801553,25.45599194639464,30.50377600153405,0.8235412360841015,0.8626981002649882,28.648455500673514,240.0
70686,73,Bulk Carrier,DAMIETTA,253.96275883188298,15.480239594153508,47799.086485576656,26386.92297443542,1,61.70826694714892,23.18155489867439,High,1,21,2,9,15.27284418262596,3.0767097591189296,18.953026033432113,45.045803908261625,33.73168253268045,0.33236395662954654,0.6732547469800005,175.51905095193095,221.95
58733,74,General Cargo,SUEZ,192.8868105259239,9.252347856455279,19153.275706362467,10866.430124456343,27,87.36047554090311,13.439493579861523,Medium,2,15,1,5,0.6525110420295777,1.1754047153171998,8.18658948813875,45.91291636390265,18.337953226413646,0.49430216054556975,0.8021331647406031,114.75485379202341,170.36
35993,75,General Cargo,ALEX,193.1852119352982,7.2826589048914,34600.83466796275,5094.751312616965,0,340.0017912393036,15.689162890836382,High,10,3,6,1,30.80861505579866,2.1647073321997476,16.142599113629323,21.463541376002375,22.209826954110643,0.8838183136334505,0.4747793416974653,144.89853289583257,240.0
40492,76,Bulk Carrier,PORTSAID,180.43760433416116,16.07769328271174,98530.28239144091,25779.543757045874,12,475.5319970008907,19.479601488366633,Low,4,15,6,11,6.453401613232237,3.6390109333974983,8.43317510114031,46.711696437515194,12.51917836256379,0.40143822956986963,0.6295641722234387,149.87433881342625,220.07
30981,77,General Cargo,PORTSAID,194.402147031053,6.471625247281137,16959.54954951065,14037.249203738076,20,436.1026825230518,23.05359400473253,Medium,11,21,0,11,25.128445546878908,2.3210212450126386,5.760460850151018,4.48278296127464,20.78616002765823,0.09629839212319569,0.7059479956323542,30.429815452726704,155.12
34143,78,Tanker,ALEX,223.04070571040594,17.140063408189256,103655.56000489785,16663.873537030144,20,73.45222095164277,21.159990176422376,Low,15,2,0,6,1.1785949833108011,3.1166970219461954,0.7844290876281403,17.323182941478578,20.427537651914015,0.8653457834798333,0.8366092233465507,113.61921795965674,240.0
87603,79,General Cargo,DAMIETTA,142.82109295532263,8.081488865763871,35570.50350051503,12075.384896146737,0,18.020383681652596,10.642835361203959,Low,14,22,1,12,15.479426253416007,1.3920534660050152,14.516220781702195,44.22548585967657,10.896278587993406,0.13735057435412634,0.6782092605611989,29.229105574660377,172.36
99452,80,General Cargo,ALEX,169.75065291639464,7.984131559765659,18960.519514424028,6192.449113192612,12,22.95499889891267,11.29285862955964,High,0,3,3,5,18.2372848919253,4.176024358498407,5.964371122292032,26.572078551688477,17.920550979801305,0.7517910467382114,0.9748754922639843,81.54310169392834,240.0
70277,81,General Cargo,DAMIETTA,152.72608276528763,6.11407397564517,16331.676678005519,9324.8337587266,28,281.8757229625522,9.159687395380272,Medium,5,15,4,12,38.92330654133297,3.8072839481364085,9.875746291970328,35.80568637393477,37.828660580047774,0.4412178944717252,0.5706841395626485,67.37066408672247,240.0
59990,82,Container,PORTSAID,283.721037134383,10.265772585981955,138359.0230287937,52981.055351194176,22,248.08984855209954,18.565141448876638,Medium,1,4,0,11,3.5268058673498848,4.1577818392903225,3.724832903844212,2.132874502233989,30.3066184314106,0.7703418723485592,0.5069500301156931,153.13195661995883,240.0
72888,83,Tanker,SUEZ,210.15355952271867,19.488467472143952,51925.933474103214,32096.683024746722,2,16.564331904732573,15.485647116945845,Low,6,21,1,6,30.06064725424399,2.038548301298368,1.7704280756929893,33.26021688597714,10.441408996062426,0.10340645040169694,0.5190071444342976,30.964201455062287,193.19
79351,84,Container,DAMIETTA,200.06194638300119,15.2936865702723,52957.95983064688,65468.72191352696,10,37.99013886396841,22.889216684839674,Medium,6,20,3,12,38.59005452988709,5.642879700470461,15.075212765740792,42.49314648619262,25.538179369198435,0.7429925804947354,0.6225011760643763,153.9914514718239,240.0
59999,85,Tanker,DAMIETTA,247.0198054690329,17.643951201226876,88209.42465099742,16418.158446636833,28,499.87968561282213,24.819947174213155,Low,0,17,2,12,11.076368535969934,3.7442125700807503,6.215833103586222,33.98624391166039,20.448817180109938,0.6080810995386111,0.7186456199403267,67.32981408784961,240.0
80309,86,Container,ALEX,353.5013390790728,10.42751611192819,188318.0653941827,23058.44214749968,21,482.8212051688831,22.935476123357972,Medium,3,19,2,4,9.026068188044354,0.7633411371562933,5.472448197748738,47.655597110854984,39.54304670440944,0.22501964808778907,0.5873965875590912,15.660503751888504,175.11
22446,87,General Cargo,PORTSAID,158.34602222172123,8.892137723403183,21797.393943761133,7172.334745924347,15,72.0951092977578,8.792593848172602,Medium,0,7,2,7,38.0827402470179,5.8504190309879665,5.554697887288333,34.717471399046865,38.45932404602485,0.4339086581881342,0.9204557690230428,121.26586267752265,240.0
40733,88,Container,SUEZ,351.8181922792054,14.705768228732358,188404.24759315507,42569.90662586466,17,90.40894896160688,24.054098889769453,Medium,9,7,1,5,19.582347622951396,3.41339785318363,2.5331296794531335,15.797324444785616,30.595310995926337,0.8590111545277471,0.820782457447595,179.2024602679077,240.0
86000,89,RoRo,ALEX,200.6251734497327,7.089385328538216,30283.272874054728,25020.65923075217,29,451.0798011058345,9.750811836346024,Medium,14,6,5,7,32.90353652924256,4.190486247088474,1.119838846855144,12.71417407269112,10.551156886440092,0.5389526001199282,0.5591670427481668,160.58664460344679,240.0
58632,90,RoRo,ALEX,183.96518450169555,7.284448325977056,36146.946304961115,24253.224512934918,24,258.6453119776779,15.60248454327612,Medium,6,9,5,10,31.78520676144821,2.233392209829467,4.129389068534992,31.47161735603003,14.413259489723282,0.13345964186751114,0.8583002787206038,166.72247189478662,240.0
31576,91,RoRo,SUEZ,241.77956261106797,8.000268183922131,38863.3038437693,25584.10229477767,1,479.408181022893,13.054611900087423,Low,4,1,4,2,13.040079441180943,2.6536724430138783,16.107083595435547,4.7945900380787,32.793802271192675,0.7557650601268079,0.7457374759832445,68.3149688860847,240.0
